SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
254068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125433,0.0,Cash loans,F,N,N,0.0,112500.0,314100.0,12420.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.030755,40.342465753424655,14.254794520547945,-8662.0,-4696.0,,1.0,1.0,0.0,1.0,0.0,0.0,Laborers,1.0,2.0,2.0,FRIDAY,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Business Entity Type 1,,0.6304289917011654,0.434733248750173,0.0629,0.0014,0.9767,0.6804,0.0053,0.0,0.1379,0.125,0.0417,0.0824,0.0496,0.0469,0.0077,0.0118,0.0641,0.0014,0.9767,0.6929,0.0053,0.0,0.1379,0.125,0.0417,0.0842,0.0542,0.0488,0.0078,0.0125,0.0635,0.0014,0.9767,0.6847,0.0053,0.0,0.1379,0.125,0.0417,0.0838,0.0504,0.0477,0.0078,0.012,reg oper account,block of flats,0.0423,"Stone, brick",No,0.0,0.0,0.0,0.0,-473.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
143968,0.0,Cash loans,F,N,Y,0.0,108000.0,547344.0,23319.0,472500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,60.16438356164384,1.1643835616438356,-6509.0,-1596.0,,1.0,1.0,0.0,1.0,1.0,0.0,Cleaning staff,2.0,3.0,3.0,THURSDAY,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Business Entity Type 3,0.6595234753597289,0.3636133816359817,0.5226973172821112,0.1433,0.1445,0.9806,,,,0.2414,0.1667,,0.1025,,0.1293,,0.0,0.146,0.1499,0.9806,,,,0.2414,0.1667,,0.1049,,0.1347,,0.0,0.1447,0.1445,0.9806,,,,0.2414,0.1667,,0.1043,,0.1316,,0.0,,block of flats,0.1017,Panel,No,2.0,1.0,2.0,1.0,-2739.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
230619,1.0,Cash loans,M,N,Y,0.0,81000.0,512338.5,24012.0,423000.0,Other_B,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,52.273972602739725,3.4,-3894.0,-2623.0,,1.0,1.0,0.0,1.0,0.0,0.0,Cleaning staff,1.0,2.0,2.0,SUNDAY,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Business Entity Type 3,,0.540162455681543,,0.068,0.0376,0.9791,0.7144,0.008,0.0,0.1379,0.1667,0.2083,0.0,0.0471,0.0702,0.0386,0.0701,0.0693,0.039,0.9791,0.7256,0.0081,0.0,0.1379,0.1667,0.2083,0.0,0.0514,0.0731,0.0389,0.0742,0.0687,0.0376,0.9791,0.7182,0.0081,0.0,0.1379,0.1667,0.2083,0.0,0.0479,0.0714,0.0388,0.0716,reg oper account,block of flats,0.0748,Block,No,12.0,0.0,12.0,0.0,-456.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
40623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149803,0.0,Cash loans,M,Y,N,0.0,207000.0,573408.0,29407.5,495000.0,Family,Working,Incomplete higher,Single / not married,With parents,0.003069,25.073972602739726,3.43013698630137,-3237.0,-1692.0,13.0,1.0,1.0,0.0,1.0,1.0,1.0,Drivers,1.0,3.0,3.0,MONDAY,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,0.5052864405524363,0.5118464288692578,0.5779691187553125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-571.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
122942,0.0,Cash loans,F,N,Y,0.0,135000.0,269550.0,11547.0,225000.0,Children,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.0096569999999999,65.97534246575343,-1000.6657534246575,-9521.0,-4451.0,,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,2.0,2.0,THURSDAY,11.0,0.0,0.0,0.0,0.0,0.0,0.0,XNA,,0.5524705925177574,0.6479768603302221,0.1103,0.0967,0.9836,0.7756,0.0821,0.12,0.1034,0.3333,0.375,0.0843,0.0899,0.1204,0.0,0.0,0.1124,0.1004,0.9836,0.7844,0.0828,0.1208,0.1034,0.3333,0.375,0.0862,0.0983,0.1254,0.0,0.0,0.1114,0.0967,0.9836,0.7786,0.0826,0.12,0.1034,0.3333,0.375,0.0857,0.0915,0.1225,0.0,0.0,reg oper account,block of flats,0.1395,"Stone, brick",No,0.0,0.0,0.0,0.0,-1482.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
142456,0.0,Cash loans,M,Y,Y,0.0,112500.0,152820.0,9346.5,135000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,66.28219178082192,-1000.6657534246575,-13917.0,-4719.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,,2.0,2.0,2.0,SATURDAY,10.0,0.0,0.0,0.0,0.0,0.0,0.0,XNA,,0.3233886792584993,0.4170996682522097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-552.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
176080,0.0,Cash loans,M,Y,Y,0.0,225000.0,1569051.0,54670.5,1354500.0,Unaccompanied,Working,Secondary / secondary special,Married,Office apartment,0.035792,48.082191780821915,1.5287671232876712,-4804.0,-1092.0,44.0,1.0,1.0,0.0,1.0,0.0,0.0,Drivers,2.0,2.0,2.0,FRIDAY,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Self-employed,,0.5594883497843013,0.813917469762627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
167619,0.0,Cash loans,F,N,N,0.0,126000.0,675000.0,29862.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,57.81095890410959,10.98082191780822,-999.0,-4639.0,,1.0,1.0,1.0,1.0,1.0,0.0,Sales staff,2.0,2.0,2.0,WEDNESDAY,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Trade: type 7,,0.6805351600049006,0.5954562029091491,0.0619,0.0621,0.9722,0.6192,0.0053,0.0,0.1034,0.1667,0.2083,0.0357,0.0504,0.0517,0.0,0.0,0.063,0.0645,0.9722,0.6341,0.0053,0.0,0.1034,0.1667,0.2083,0.0365,0.0551,0.0539,0.0,0.0,0.0625,0.0621,0.9722,0.6243,0.0053,0.0,0.1034,0.1667,0.2083,0.0364,0.0513,0.0527,0.0,0.0,reg oper account,block of flats,0.0407,Block,No,6.0,0.0,6.0,0.0,-1335.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
283195,0.0,Cash loans,M,N,Y,0.0,247500.0,780363.0,31077.0,697500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.008019,43.33698630136986,14.002739726027396,-8408.0,-4520.0,,1.0,1.0,0.0,1.0,0.0,0.0,Drivers,2.0,2.0,2.0,SATURDAY,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Self-employed,,0.5979909363564306,0.4083588531230431,0.0825,0.08,0.9757,0.6668,0.033,0.0,0.1379,0.1667,0.2083,0.0289,0.0672,0.0706,0.0,0.0,0.084,0.083,0.9757,0.6798,0.0333,0.0,0.1379,0.1667,0.2083,0.0296,0.0735,0.0735,0.0,0.0,0.0833,0.08,0.9757,0.6713,0.0332,0.0,0.1379,0.1667,0.2083,0.0294,0.0684,0.0718,0.0,0.0,reg oper account,block of flats,0.0743,Panel,No,3.0,0.0,3.0,0.0,-1591.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
42245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121247,0.0,Cash loans,F,N,Y,2.0,117000.0,545040.0,26640.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,39.06575342465754,1.2767123287671234,-2823.0,-4207.0,,1.0,1.0,0.0,1.0,0.0,0.0,Cooking staff,4.0,3.0,3.0,WEDNESDAY,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Restaurant,0.3705320200034779,0.7674516877495187,0.6479768603302221,0.1031,0.1142,0.9791,0.7144,,0.0,0.2069,0.1667,,0.0759,0.0841,0.0878,0.0,0.0,0.105,0.1185,0.9791,0.7256,,0.0,0.2069,0.1667,,0.0776,0.0918,0.0915,0.0,0.0,0.1041,0.1142,0.9791,0.7182,,0.0,0.2069,0.1667,,0.0772,0.0855,0.0894,0.0,0.0,reg oper account,block of flats,0.069,"Stone, brick",No,0.0,0.0,0.0,0.0,-686.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200820,0.0,Cash loans,M,Y,Y,0.0,202500.0,963472.5,38340.0,778500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,37.27945205479452,16.55068493150685,-2576.0,-4347.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,Managers,2.0,2.0,2.0,WEDNESDAY,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Industry: type 3,0.6365453085755876,0.6158357189956484,0.6594055320683344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,-3230.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112172,0.0,Cash loans,M,Y,Y,3.0,270000.0,315000.0,18211.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,51.31506849315068,8.304109589041095,-8436.0,-2285.0,24.0,1.0,1.0,0.0,1.0,0.0,0.0,High skill tech staff,5.0,2.0,2.0,SATURDAY,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,0.6378449710696831,0.67663375664729,0.6910212267577837,0.2165,0.1499,0.9876,0.83,0.1574,0.24,0.2069,0.3333,0.0417,0.0312,0.174,0.2655,0.0116,0.0157,0.2206,0.1556,0.9876,0.8367,0.1588,0.2417,0.2069,0.3333,0.0417,0.0319,0.1901,0.2766,0.0117,0.0166,0.2186,0.1499,0.9876,0.8323,0.1584,0.24,0.2069,0.3333,0.0417,0.0317,0.177,0.2703,0.0116,0.016,reg oper account,block of flats,0.2949,Panel,No,0.0,0.0,0.0,0.0,-2110.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213699,0.0,Cash loans,F,N,N,1.0,112500.0,1078200.0,28570.5,900000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.010006,28.838356164383562,6.375342465753425,-1096.0,-916.0,,1.0,1.0,0.0,1.0,0.0,0.0,Laborers,3.0,2.0,1.0,WEDNESDAY,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Business Entity Type 1,,0.4846501987594462,0.470456116119975,0.2371,0.0133,0.9985,0.9796,0.1086,0.24,0.1034,0.6667,0.7083,0.0472,0.1883,0.2519,0.0232,0.0614,0.2416,0.0138,0.9985,0.9804,0.1096,0.2417,0.1034,0.6667,0.7083,0.0482,0.2057,0.2624,0.0233,0.065,0.2394,0.0133,0.9985,0.9799,0.1093,0.24,0.1034,0.6667,0.7083,0.048,0.1915,0.2564,0.0233,0.0627,reg oper account,block of flats,0.2347,Others,No,6.0,0.0,6.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284484,0.0,Cash loans,F,N,Y,0.0,135000.0,781920.0,40054.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.01885,52.05205479452055,26.416438356164385,-864.0,-2536.0,,1.0,1.0,1.0,1.0,1.0,0.0,Laborers,1.0,2.0,2.0,FRIDAY,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Government,0.5980204108934658,0.5818259539306839,0.2366108235287817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1740.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
244278,0.0,Cash loans,F,N,N,1.0,99000.0,284400.0,18513.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.015221,29.665753424657535,6.095890410958904,-4786.0,-2231.0,,1.0,1.0,1.0,1.0,0.0,0.0,Sales staff,3.0,2.0,2.0,SUNDAY,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Self-employed,,0.3133949165456067,,0.0804,0.0897,0.9851,0.7959999999999999,0.0152,0.0,0.2069,0.1667,0.2083,0.0383,0.0647,0.083,0.0039,0.0051,0.0819,0.0931,0.9851,0.804,0.0153,0.0,0.2069,0.1667,0.2083,0.0391,0.0707,0.0865,0.0039,0.0054,0.0812,0.0897,0.9851,0.7987,0.0153,0.0,0.2069,0.1667,0.2083,0.0389,0.0658,0.0845,0.0039,0.0052,reg oper account,block of flats,0.0664,Panel,No,4.0,3.0,4.0,2.0,-252.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
217985,0.0,Cash loans,F,N,N,1.0,148500.0,360000.0,28440.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Separated,With parents,0.035792,30.454794520547946,1.0027397260273974,-4429.0,-2719.0,,1.0,1.0,1.0,1.0,0.0,0.0,,2.0,2.0,2.0,SATURDAY,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Agriculture,0.6900341121174141,0.6753645318987863,0.1317701325313814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-1420.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
32645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108440,1.0,Cash loans,F,N,N,0.0,180000.0,755190.0,30888.0,675000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.022625,55.26575342465753,25.10958904109589,-9214.0,-3548.0,,1.0,1.0,0.0,1.0,1.0,0.0,High skill tech staff,2.0,2.0,2.0,THURSDAY,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Industry: type 9,,0.6073793169849446,0.4596904504249018,0.0825,0.0173,0.9776,0.6940000000000001,0.0001,0.0,0.1379,0.1667,0.2083,0.0098,0.0672,0.0501,0.0,0.0002,0.084,0.0179,0.9777,0.706,0.0001,0.0,0.1379,0.1667,0.2083,0.01,0.0735,0.0522,0.0,0.0002,0.0833,0.0173,0.9776,0.6981,0.0001,0.0,0.1379,0.1667,0.2083,0.01,0.0684,0.051,0.0,0.0002,reg oper account,block of flats,0.0553,Others,No,0.0,0.0,0.0,0.0,-3224.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220276,0.0,Cash loans,F,N,Y,1.0,100800.0,247275.0,21280.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002134,35.81917808219178,3.1534246575342464,-3111.0,-667.0,,1.0,1.0,0.0,1.0,0.0,0.0,Sales staff,3.0,3.0,3.0,FRIDAY,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Government,,0.2172171784398807,0.2512394458905693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-727.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
204198,0.0,Cash loans,F,N,Y,0.0,225000.0,573408.0,29407.5,495000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.005084,39.487671232876714,8.147945205479452,-5259.0,-5258.0,,1.0,1.0,0.0,1.0,0.0,0.0,,1.0,2.0,2.0,WEDNESDAY,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Business Entity Type 3,,0.5841969776985381,0.3996756156233169,0.0866,,0.9781,,,0.0,0.1379,0.2083,,,,,,,0.0882,,0.9782,,,0.0,0.1379,0.2083,,,,,,,0.0874,,0.9781,,,0.0,0.1379,0.2083,,,,,,,,block of flats,0.048,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
306225,0.0,Cash loans,F,N,Y,1.0,90000.0,396850.5,14958.0,279000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00963,32.846575342465755,9.972602739726028,-9.0,-4572.0,,1.0,1.0,0.0,1.0,0.0,0.0,Laborers,3.0,2.0,2.0,WEDNESDAY,17.0,0.0,0.0,0.0,0.0,1.0,1.0,Industry: type 11,,0.5928443484699283,0.7557400501752248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1788.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301827,0.0,Cash loans,F,N,N,0.0,56250.0,117162.0,6669.0,103500.0,Children,Pensioner,Secondary / secondary special,Separated,House / apartment,0.019101,58.273972602739725,-1000.6657534246575,-12182.0,-4180.0,,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,2.0,2.0,TUESDAY,9.0,0.0,0.0,0.0,0.0,0.0,0.0,XNA,,0.477160697972474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1275.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
199429,0.0,Cash loans,F,N,N,2.0,180000.0,1575000.0,41548.5,1575000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.014464,37.35342465753425,4.76986301369863,-1047.0,-1416.0,,1.0,1.0,0.0,1.0,0.0,0.0,Laborers,4.0,2.0,2.0,THURSDAY,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Security Ministries,0.4465585245926261,0.6402622601402856,0.2327247762679433,0.0753,0.0705,0.9916,0.8844,0.0097,0.0,0.1379,0.2083,0.25,0.0335,0.0605,0.064,0.0039,0.0054,0.0767,0.0732,0.9916,0.8889,0.0098,0.0,0.1379,0.2083,0.25,0.0343,0.0661,0.0667,0.0039,0.0057,0.076,0.0705,0.9916,0.8859,0.0097,0.0,0.1379,0.2083,0.25,0.0341,0.0616,0.0651,0.0039,0.0055,reg oper spec account,block of flats,0.0568,"Stone, brick",No,1.0,0.0,1.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
